participantNo,task,condition,forCond,mode,block,oldBlock,trialNo,missCount,dockingTime,wrongModeCount,posMissCount,prevMode
7,task,"mouse,pen",,pen,4,7,4,0,664,0,0,mouse
7,task,"mouse,pen",,mouse,4,7,5,0,772,0,0,pen
7,task,"mouse,pen",,pen,4,7,6,0,616,0,0,mouse
7,task,"mouse,pen",,mouse,4,7,7,0,988,0,0,pen
7,task,"mouse,pen",,pen,4,7,8,0,83,0,1,mouse
7,task,"mouse,pen",,mouse,4,8,1,0,705,0,0,pen
7,task,"mouse,pen",,pen,4,8,2,2,149,1,1,mouse
7,task,"mouse,pen",,mouse,4,8,3,0,615,0,0,pen
7,task,"mouse,pen",,pen,4,8,4,0,80,0,0,mouse
7,task,"mouse,pen",,mouse,4,8,5,0,1001,0,0,pen
7,task,"mouse,pen",,pen,4,8,6,0,588,0,0,mouse
7,task,"mouse,pen",,mouse,4,8,7,0,784,0,0,pen
7,task,"mouse,pen",,pen,4,8,8,0,718,0,0,mouse
7,task,"mouse,touch",,mouse,1,1,1,2,244,1,1,touch
7,task,"mouse,touch",,touch,1,1,2,0,711,0,0,mouse
7,task,"mouse,touch",,mouse,1,1,3,0,1141,0,0,touch
7,task,"mouse,touch",,touch,1,1,4,0,826,0,0,mouse
7,task,"mouse,touch",,mouse,1,1,5,1,277,0,1,touch
7,task,"mouse,touch",,touch,1,1,6,0,829,0,0,mouse
7,task,"mouse,touch",,mouse,1,1,7,0,705,0,0,touch
7,task,"mouse,touch",,touch,1,1,8,0,1008,0,0,mouse
7,task,"mouse,touch",,mouse,1,2,1,0,1032,0,0,touch
7,task,"mouse,touch",,touch,1,2,2,0,1077,0,0,mouse
7,task,"mouse,touch",,mouse,1,2,3,0,941,0,0,touch
7,task,"mouse,touch",,touch,1,2,4,0,728,0,0,mouse
7,task,"mouse,touch",,mouse,1,2,5,0,614,0,0,touch
7,task,"mouse,touch",,touch,1,2,6,0,1002,0,0,mouse
7,task,"mouse,touch",,mouse,1,2,7,0,809,0,0,touch
7,task,"mouse,touch",,touch,1,2,8,0,216,0,0,mouse
7,task,"mouse,touch",,mouse,2,3,1,0,188,0,0,touch
7,task,"mouse,touch",,touch,2,3,2,0,128,0,0,mouse
7,task,"mouse,touch",,mouse,2,3,3,1,140,0,1,touch
7,task,"mouse,touch",,touch,2,3,4,0,798,0,0,mouse
7,task,"mouse,touch",,mouse,2,3,5,0,201,0,0,touch
7,task,"mouse,touch",,touch,2,3,6,0,762,0,0,mouse
7,task,"mouse,touch",,mouse,2,3,7,0,1165,0,0,touch
7,task,"mouse,touch",,touch,2,3,8,0,746,0,0,mouse
7,task,"mouse,touch",,mouse,2,4,1,0,1223,0,0,touch
7,task,"mouse,touch",,touch,2,4,2,0,730,0,0,mouse
7,task,"mouse,touch",,mouse,2,4,3,0,705,0,0,touch
7,task,"mouse,touch",,touch,2,4,4,0,689,0,0,mouse
7,task,"mouse,touch",,mouse,2,4,5,0,739,0,0,touch
7,task,"mouse,touch",,touch,2,4,6,0,714,0,0,mouse
7,task,"mouse,touch",,mouse,2,4,7,0,189,0,0,touch
7,task,"mouse,touch",,touch,2,4,8,0,144,0,0,mouse
7,task,"mouse,touch",,mouse,3,5,1,0,1056,0,0,touch
7,task,"mouse,touch",,touch,3,5,2,0,764,0,0,mouse
7,task,"mouse,touch",,mouse,3,5,3,0,727,0,0,touch
7,task,"mouse,touch",,touch,3,5,4,0,116,0,0,mouse
7,task,"mouse,touch",,mouse,3,5,5,1,693,0,1,touch
7,task,"mouse,touch",,touch,3,5,6,0,150,0,0,mouse
7,task,"mouse,touch",,mouse,3,5,7,0,603,0,0,touch
7,task,"mouse,touch",,touch,3,5,8,0,666,0,0,mouse
7,task,"mouse,touch",,mouse,3,6,1,0,658,0,0,touch
7,task,"mouse,touch",,touch,3,6,2,0,662,0,0,mouse
7,task,"mouse,touch",,mouse,3,6,3,0,1345,0,0,touch
7,task,"mouse,touch",,touch,3,6,4,0,820,0,0,mouse
7,task,"mouse,touch",,mouse,3,6,5,0,682,0,0,touch
7,task,"mouse,touch",,touch,3,6,6,0,673,0,0,mouse
7,task,"mouse,touch",,mouse,3,6,7,0,196,0,0,touch
7,task,"mouse,touch",,touch,3,6,8,0,755,0,0,mouse
7,task,"mouse,touch",,mouse,4,7,1,0,874,0,0,touch
7,task,"mouse,touch",,touch,4,7,2,0,739,0,0,mouse
7,task,"mouse,touch",,mouse,4,7,3,0,1018,0,0,touch
7,task,"mouse,touch",,touch,4,7,4,0,820,0,0,mouse
7,task,"mouse,touch",,mouse,4,7,5,0,1008,0,0,touch
7,task,"mouse,touch",,touch,4,7,6,0,129,0,0,mouse
7,task,"mouse,touch",,mouse,4,7,7,0,919,0,0,touch
7,task,"mouse,touch",,touch,4,7,8,0,689,0,0,mouse
7,task,"mouse,touch",,mouse,4,8,1,0,840,0,0,touch
7,task,"mouse,touch",,touch,4,8,2,0,780,0,0,mouse
7,task,"mouse,touch",,mouse,4,8,3,0,937,0,0,touch
7,task,"mouse,touch",,touch,4,8,4,0,700,0,0,mouse
7,task,"mouse,touch",,mouse,4,8,5,0,694,0,0,touch
7,task,"mouse,touch",,touch,4,8,6,0,1157,0,0,mouse
7,task,"mouse,touch",,mouse,4,8,7,0,728,0,0,touch
7,task,"mouse,touch",,touch,4,8,8,0,907,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,1,1,0,626,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,1,2,0,1232,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,1,3,0,1105,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,1,4,1,1147,0,1,mouse
7,task,"mouse,trackpad",,mouse,1,1,5,0,1211,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,1,6,0,1077,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,1,7,0,934,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,1,8,0,1030,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,2,1,0,873,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,2,2,0,1121,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,2,3,0,938,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,2,4,0,1020,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,2,5,0,675,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,2,6,0,1182,0,0,mouse
7,task,"mouse,trackpad",,mouse,1,2,7,0,1335,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,1,2,8,0,1074,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,3,1,0,1117,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,3,2,0,1020,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,3,3,0,794,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,3,4,0,1191,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,3,5,0,1236,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,3,6,0,984,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,3,7,0,805,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,3,8,0,1402,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,4,1,0,896,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,4,2,0,916,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,4,3,0,197,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,4,4,0,1439,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,4,5,0,1123,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,4,6,0,1031,0,0,mouse
7,task,"mouse,trackpad",,mouse,2,4,7,0,1169,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,2,4,8,0,1110,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,5,1,0,1033,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,5,2,0,830,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,5,3,0,874,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,5,4,0,1052,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,5,5,0,985,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,5,6,0,987,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,5,7,0,886,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,5,8,0,1023,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,6,1,0,1300,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,6,2,0,1143,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,6,3,0,1143,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,6,4,1,892,0,1,mouse
7,task,"mouse,trackpad",,mouse,3,6,5,0,752,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,3,6,6,0,1016,0,0,mouse
7,task,"mouse,trackpad",,mouse,3,6,7,1,1051,0,1,trackpad
7,task,"mouse,trackpad",,trackpad,3,6,8,0,889,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,7,1,0,1266,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,7,2,0,817,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,7,3,0,761,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,7,4,0,1043,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,7,5,0,996,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,7,6,0,1211,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,7,7,0,1079,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,7,8,0,908,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,8,1,1,715,0,1,trackpad
7,task,"mouse,trackpad",,trackpad,4,8,2,0,1070,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,8,3,0,749,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,8,4,0,1020,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,8,5,0,1020,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,8,6,0,942,0,0,mouse
7,task,"mouse,trackpad",,mouse,4,8,7,0,301,0,0,trackpad
7,task,"mouse,trackpad",,trackpad,4,8,8,0,1492,0,0,mouse
7,task,"pen,touch",,pen,1,1,1,0,588,0,0,touch
7,task,"pen,touch",,touch,1,1,2,1,173,0,1,pen
7,task,"pen,touch",,pen,1,1,3,0,520,0,0,touch
7,task,"pen,touch",,touch,1,1,4,0,703,0,0,pen
7,task,"pen,touch",,pen,1,1,5,0,632,0,0,touch
7,task,"pen,touch",,touch,1,1,6,0,761,0,0,pen
7,task,"pen,touch",,pen,1,1,7,0,446,0,0,touch
7,task,"pen,touch",,touch,1,1,8,0,938,0,2,pen
7,task,"pen,touch",,pen,1,2,1,0,604,0,0,touch
7,task,"pen,touch",,touch,1,2,2,0,694,0,0,pen
7,task,"pen,touch",,pen,1,2,3,0,485,0,0,touch
7,task,"pen,touch",,touch,1,2,4,0,641,0,0,pen
7,task,"pen,touch",,pen,1,2,5,0,621,0,0,touch
7,task,"pen,touch",,touch,1,2,6,0,650,0,0,pen
7,task,"pen,touch",,pen,1,2,7,0,82,0,0,touch
7,task,"pen,touch",,touch,1,2,8,0,727,0,0,pen
7,task,"pen,touch",,pen,2,3,1,0,738,0,0,touch
7,task,"pen,touch",,touch,2,3,2,0,646,0,0,pen
7,task,"pen,touch",,pen,2,3,3,0,474,0,0,touch
7,task,"pen,touch",,touch,2,3,4,2,127,0,2,pen
7,task,"pen,touch",,pen,2,3,5,1,519,0,1,touch
7,task,"pen,touch",,touch,2,3,6,0,852,0,0,pen
7,task,"pen,touch",,pen,2,3,7,0,570,0,0,touch
7,task,"pen,touch",,touch,2,3,8,0,602,0,0,pen
7,task,"pen,touch",,pen,2,4,1,0,629,0,0,touch
7,task,"pen,touch",,touch,2,4,2,0,631,0,0,pen
7,task,"pen,touch",,pen,2,4,3,0,523,0,0,touch
7,task,"pen,touch",,touch,2,4,4,0,136,0,0,pen
7,task,"pen,touch",,pen,2,4,5,0,641,0,0,touch
7,task,"pen,touch",,touch,2,4,6,0,678,0,0,pen
7,task,"pen,touch",,pen,2,4,7,0,529,0,0,touch
7,task,"pen,touch",,touch,2,4,8,0,884,0,1,pen
7,task,"pen,touch",,pen,3,5,1,2,519,0,2,touch
7,task,"pen,touch",,touch,3,5,2,0,666,0,0,pen
7,task,"pen,touch",,pen,3,5,3,0,499,0,0,touch
7,task,"pen,touch",,touch,3,5,4,0,697,0,0,pen
7,task,"pen,touch",,pen,3,5,5,0,652,0,0,touch
7,task,"pen,touch",,touch,3,5,6,0,114,0,0,pen
7,task,"pen,touch",,pen,3,5,7,0,465,0,0,touch
7,task,"pen,touch",,touch,3,5,8,0,931,0,0,pen
7,task,"pen,touch",,pen,3,6,1,1,84,0,1,touch
7,task,"pen,touch",,touch,3,6,2,0,568,0,0,pen
7,task,"pen,touch",,pen,3,6,3,0,663,0,0,touch
7,task,"pen,touch",,touch,3,6,4,0,711,0,0,pen
7,task,"pen,touch",,pen,3,6,5,0,499,0,0,touch
7,task,"pen,touch",,touch,3,6,6,0,602,0,0,pen
7,task,"pen,touch",,pen,3,6,7,0,565,0,0,touch
7,task,"pen,touch",,touch,3,6,8,0,709,0,0,pen
7,task,"pen,touch",,pen,4,7,1,2,86,0,2,touch
7,task,"pen,touch",,touch,4,7,2,0,583,0,0,pen
7,task,"pen,touch",,pen,4,7,3,0,441,0,0,touch
7,task,"pen,touch",,touch,4,7,4,0,518,0,0,pen
7,task,"pen,touch",,pen,4,7,5,0,585,0,0,touch
7,task,"pen,touch",,touch,4,7,6,0,868,0,0,pen
7,task,"pen,touch",,pen,4,7,7,0,585,0,0,touch
7,task,"pen,touch",,touch,4,7,8,0,615,0,0,pen
7,task,"pen,touch",,pen,4,8,1,0,496,0,0,touch
7,task,"pen,touch",,touch,4,8,2,0,188,0,0,pen
7,task,"pen,touch",,pen,4,8,3,1,687,0,1,touch
7,task,"pen,touch",,touch,4,8,4,0,783,0,0,pen
7,task,"pen,touch",,pen,4,8,5,0,611,0,0,touch
7,task,"pen,touch",,touch,4,8,6,0,757,0,0,pen
7,task,"pen,touch",,pen,4,8,7,0,593,0,0,touch
7,task,"pen,touch",,touch,4,8,8,0,734,0,1,pen
7,task,"trackpad,pen",,trackpad,1,1,1,0,524,0,0,pen
7,task,"trackpad,pen",,pen,1,1,2,0,581,0,0,trackpad
7,task,"trackpad,pen",,trackpad,1,1,3,0,662,0,0,pen
7,task,"trackpad,pen",,pen,1,1,4,0,681,0,0,trackpad
7,task,"trackpad,pen",,trackpad,1,1,5,0,639,0,0,pen
7,task,"trackpad,pen",,pen,1,1,6,0,731,0,0,trackpad
7,task,"trackpad,pen",,trackpad,1,1,7,0,708,0,0,pen
7,task,"trackpad,pen",,pen,1,1,8,0,598,0,0,trackpad
7,task,"trackpad,pen",,trackpad,1,2,1,1,512,0,1,pen
7,task,"trackpad,pen",,pen,1,2,2,0,673,0,0,trackpad
7,task,"trackpad,pen",,trackpad,1,2,3,0,634,0,0,pen
7,task,"trackpad,pen",,pen,1,2,4,1,565,0,1,trackpad
7,task,"trackpad,pen",,trackpad,1,2,5,0,254,0,0,pen
7,task,"trackpad,pen",,pen,1,2,6,0,678,0,0,trackpad
7,task,"trackpad,pen",,trackpad,1,2,7,0,776,0,0,pen
7,task,"trackpad,pen",,pen,1,2,8,0,648,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,3,1,0,928,0,0,pen
7,task,"trackpad,pen",,pen,2,3,2,1,100,0,1,trackpad
7,task,"trackpad,pen",,trackpad,2,3,3,0,804,0,0,pen
7,task,"trackpad,pen",,pen,2,3,4,0,556,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,3,5,0,981,0,0,pen
7,task,"trackpad,pen",,pen,2,3,6,0,712,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,3,7,0,817,0,0,pen
7,task,"trackpad,pen",,pen,2,3,8,0,661,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,4,1,0,1157,0,0,pen
7,task,"trackpad,pen",,pen,2,4,2,0,665,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,4,3,0,820,0,0,pen
7,task,"trackpad,pen",,pen,2,4,4,0,97,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,4,5,0,718,0,0,pen
7,task,"trackpad,pen",,pen,2,4,6,0,613,0,0,trackpad
7,task,"trackpad,pen",,trackpad,2,4,7,0,683,0,0,pen
7,task,"trackpad,pen",,pen,2,4,8,0,637,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,5,1,0,954,0,0,pen
7,task,"trackpad,pen",,pen,3,5,2,0,662,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,5,3,1,299,0,1,pen
7,task,"trackpad,pen",,pen,3,5,4,0,559,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,5,5,0,578,0,0,pen
7,task,"trackpad,pen",,pen,3,5,6,0,774,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,5,7,1,938,0,1,pen
7,task,"trackpad,pen",,pen,3,5,8,0,665,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,6,1,0,825,0,0,pen
7,task,"trackpad,pen",,pen,3,6,2,0,509,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,6,3,0,582,0,0,pen
7,task,"trackpad,pen",,pen,3,6,4,0,581,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,6,5,1,977,1,0,pen
7,task,"trackpad,pen",,pen,3,6,6,0,641,0,0,trackpad
7,task,"trackpad,pen",,trackpad,3,6,7,0,708,0,0,pen
7,task,"trackpad,pen",,pen,3,6,8,0,823,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,7,1,1,546,0,1,pen
7,task,"trackpad,pen",,pen,4,7,2,1,111,0,1,trackpad
7,task,"trackpad,pen",,trackpad,4,7,3,1,593,0,1,pen
7,task,"trackpad,pen",,pen,4,7,4,0,698,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,7,5,2,628,0,2,pen
7,task,"trackpad,pen",,pen,4,7,6,0,524,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,7,7,0,823,0,0,pen
7,task,"trackpad,pen",,pen,4,7,8,0,641,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,8,1,0,567,0,0,pen
7,task,"trackpad,pen",,pen,4,8,2,0,542,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,8,3,1,245,0,1,pen
7,task,"trackpad,pen",,pen,4,8,4,0,619,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,8,5,3,570,0,3,pen
7,task,"trackpad,pen",,pen,4,8,6,0,91,0,0,trackpad
7,task,"trackpad,pen",,trackpad,4,8,7,0,878,0,0,pen
7,task,"trackpad,pen",,pen,4,8,8,0,579,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,1,1,0,827,0,0,touch
7,task,"trackpad,touch",,touch,1,1,2,0,923,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,1,3,0,1028,0,0,touch
7,task,"trackpad,touch",,touch,1,1,4,0,201,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,1,5,0,765,0,0,touch
7,task,"trackpad,touch",,touch,1,1,6,0,803,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,1,7,0,482,0,0,touch
7,task,"trackpad,touch",,touch,1,1,8,0,827,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,2,1,0,728,0,0,touch
7,task,"trackpad,touch",,touch,1,2,2,0,128,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,2,3,1,222,0,1,touch
7,task,"trackpad,touch",,touch,1,2,4,0,160,0,0,trackpad
7,task,"trackpad,touch",,trackpad,1,2,5,0,1089,0,0,touch
7,task,"trackpad,touch",,touch,1,2,6,1,501,0,1,trackpad
7,task,"trackpad,touch",,trackpad,1,2,7,0,889,0,0,touch
7,task,"trackpad,touch",,touch,1,2,8,0,688,0,0,trackpad
7,task,"trackpad,touch",,trackpad,2,3,1,0,797,0,0,touch
7,task,"trackpad,touch",,touch,2,3,2,3,329,0,3,trackpad
7,task,"trackpad,touch",,trackpad,2,3,3,0,751,0,0,touch
7,task,"trackpad,touch",,touch,2,3,4,0,715,0,0,trackpad
7,task,"trackpad,touch",,trackpad,2,3,5,1,321,0,1,touch
7,task,"trackpad,touch",,touch,2,3,6,0,97,0,0,trackpad
7,task,"trackpad,touch",,trackpad,2,3,7,1,783,0,1,touch
7,task,"trackpad,touch",,touch,2,3,8,0,659,0,0,trackpad
7,task,"trackpad,touch",,trackpad,2,4,1,0,794,0,0,touch
7,task,"trackpad,touch",,touch,2,4,2,1,240,0,1,trackpad
7,task,"trackpad,touch",,trackpad,2,4,3,0,553,0,0,touch
7,task,"trackpad,touch",,touch,2,4,4,0,649,0,0,trackpad
7,task,"trackpad,touch",,trackpad,2,4,5,0,806,0,0,touch
7,task,"trackpad,touch",,touch,2,4,6,1,158,0,1,trackpad
7,task,"trackpad,touch",,trackpad,2,4,7,0,619,0,0,touch
7,task,"trackpad,touch",,touch,2,4,8,0,361,0,3,trackpad
7,task,"trackpad,touch",,trackpad,3,5,1,0,278,0,0,touch
7,task,"trackpad,touch",,touch,3,5,2,0,171,0,0,trackpad
7,task,"trackpad,touch",,trackpad,3,5,3,0,824,0,0,touch
7,task,"trackpad,touch",,touch,3,5,4,4,464,0,4,trackpad
7,task,"trackpad,touch",,trackpad,3,5,5,0,231,0,0,touch
7,task,"trackpad,touch",,touch,3,5,6,1,305,0,1,trackpad
7,task,"trackpad,touch",,trackpad,3,5,7,0,894,0,0,touch
7,task,"trackpad,touch",,touch,3,5,8,0,784,0,0,trackpad
7,task,"trackpad,touch",,trackpad,3,6,1,4,736,0,4,touch
7,task,"trackpad,touch",,touch,3,6,2,0,98,0,0,trackpad
7,task,"trackpad,touch",,trackpad,3,6,3,0,840,0,0,touch
7,task,"trackpad,touch",,touch,3,6,4,0,754,0,0,trackpad
7,task,"trackpad,touch",,trackpad,3,6,5,0,669,0,0,touch
7,task,"trackpad,touch",,touch,3,6,6,0,771,0,0,trackpad
7,task,"trackpad,touch",,trackpad,3,6,7,0,783,0,0,touch
7,task,"trackpad,touch",,touch,3,6,8,0,712,0,0,trackpad
7,task,"trackpad,touch",,trackpad,4,7,1,1,798,0,1,touch
7,task,"trackpad,touch",,touch,4,7,2,0,625,0,0,trackpad
7,task,"trackpad,touch",,trackpad,4,7,3,0,714,0,0,touch
7,task,"trackpad,touch",,touch,4,7,4,1,215,0,1,trackpad
7,task,"trackpad,touch",,trackpad,4,7,5,2,447,0,2,touch
7,task,"trackpad,touch",,touch,4,7,6,1,808,0,1,trackpad
7,task,"trackpad,touch",,trackpad,4,7,7,2,469,0,2,touch
7,task,"trackpad,touch",,touch,4,7,8,0,563,0,1,trackpad
7,task,"trackpad,touch",,trackpad,4,8,1,0,625,0,0,touch
7,task,"trackpad,touch",,touch,4,8,2,0,272,0,0,trackpad
7,task,"trackpad,touch",,trackpad,4,8,3,0,690,0,0,touch
7,task,"trackpad,touch",,touch,4,8,4,0,617,0,0,trackpad
7,task,"trackpad,touch",,trackpad,4,8,5,0,580,0,0,touch
7,task,"trackpad,touch",,touch,4,8,6,0,766,0,0,trackpad
7,task,"trackpad,touch",,trackpad,4,8,7,0,739,0,0,touch
7,task,"trackpad,touch",,touch,4,8,8,0,658,0,1,trackpad
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,2,1379,0,2,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,2,0,1481,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,3,0,1627,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,4,0,1595,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,5,0,1357,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,6,0,1055,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,7,0,1386,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,1,1,8,0,1174,0,2,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,2,895,0,2,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,2,0,988,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,3,3,424,0,3,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,4,0,1019,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,5,0,1167,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,6,0,1469,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,7,0,1352,0,0,mouse
8,baseline,"mouse,mouse","mouse,pen",mouse,2,2,8,0,1063,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,1,0,1860,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,2,0,1506,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,3,0,192,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,4,1,1059,0,1,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,5,0,401,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,6,0,1446,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,7,0,1601,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,1,1,8,0,1211,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,1,0,882,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,2,0,1480,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,3,0,1345,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,4,0,949,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,5,1,1445,0,1,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,6,0,1055,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,7,0,1278,0,0,mouse
8,baseline,"mouse,mouse","mouse,touch",mouse,2,2,8,0,1256,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,1,0,2483,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,2,0,1718,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,3,1,401,0,1,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,4,0,1906,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,5,0,1549,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,6,0,1768,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,7,0,1480,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,1,1,8,0,1155,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,1,0,1527,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,2,0,1523,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,3,2,1305,0,2,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,4,1,512,0,1,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,5,0,1650,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,6,0,1176,0,0,mouse
8,baseline,"mouse,mouse","mouse,trackpad",mouse,2,2,7,0,1043,0,0,mouse
