participantNo,task,condition,forCond,mode,block,oldBlock,cycleNo,cycleType,trialNos,switchingTime,switchMissCount,msToken,location,wrongModeCount,posMissCount,msTimeB
11,task,"trackpad,pen",,trackpad,2,4,5,A,"5,6",2933,0,2,bottom,0,0,367.5
11,task,"trackpad,pen",,pen,2,4,6,B,"6,7",3775,0,7,hinge,0,0,-25.375
11,task,"trackpad,pen",,trackpad,2,4,7,A,"7,8",3942,0,4,top,0,0,1376.5
11,task,"trackpad,pen",,trackpad,3,5,1,A,"1,2",2630,0,2,bottom,0,0,64.5
11,task,"trackpad,pen",,pen,3,5,2,B,"2,3",4042,0,7,hinge,0,0,241.625
11,task,"trackpad,pen",,trackpad,3,5,3,A,"3,4",2816,0,4,top,0,0,250.5
11,task,"trackpad,pen",,pen,3,5,4,B,"4,5",4767,0,1,bottom,0,0,966.625
11,task,"trackpad,pen",,trackpad,3,5,5,A,"5,6",2856,0,6,top,0,0,290.5
11,task,"trackpad,pen",,pen,3,5,6,B,"6,7",5343,0,3,hinge,0,0,1542.625
11,task,"trackpad,pen",,trackpad,3,5,7,A,"7,8",3256,0,0,bottom,0,0,690.5
11,task,"trackpad,pen",,trackpad,3,6,1,A,"1,2",2677,0,3,hinge,0,0,111.5
11,task,"trackpad,pen",,pen,3,6,2,B,"2,3",3858,2,0,bottom,0,2,57.625
11,task,"trackpad,pen",,trackpad,3,6,3,A,"3,4",2795,0,5,top,0,0,229.5
11,task,"trackpad,pen",,pen,3,6,4,B,"4,5",5245,0,2,bottom,0,0,1444.625
11,task,"trackpad,pen",,trackpad,3,6,5,A,"5,6",4196,0,7,hinge,0,0,1630.5
11,task,"trackpad,pen",,pen,3,6,6,B,"6,7",4585,0,4,top,0,0,784.625
11,task,"trackpad,pen",,trackpad,3,6,7,A,"7,8",3089,0,1,bottom,0,0,523.5
11,task,"trackpad,pen",,trackpad,4,7,1,A,"1,2",2375,0,3,hinge,0,0,-190.5
11,task,"trackpad,pen",,pen,4,7,2,B,"2,3",4409,0,0,bottom,0,0,608.625
11,task,"trackpad,pen",,trackpad,4,7,3,A,"3,4",2695,0,5,top,0,0,129.5
11,task,"trackpad,pen",,pen,4,7,4,B,"4,5",5078,0,2,bottom,0,0,1277.625
11,task,"trackpad,pen",,trackpad,4,7,5,A,"5,6",2501,0,7,hinge,0,0,-64.5
11,task,"trackpad,pen",,pen,4,7,6,B,"6,7",4041,0,4,top,0,0,240.625
11,task,"trackpad,pen",,trackpad,4,7,7,A,"7,8",3514,0,1,bottom,0,0,948.5
11,task,"trackpad,pen",,trackpad,4,8,1,A,"1,2",3445,0,4,top,0,0,879.5
11,task,"trackpad,pen",,pen,4,8,2,B,"2,3",3978,0,1,bottom,0,0,177.625
11,task,"trackpad,pen",,trackpad,4,8,3,A,"3,4",3094,0,6,top,0,0,528.5
11,task,"trackpad,pen",,pen,4,8,4,B,"4,5",6078,0,3,hinge,0,0,2277.625
11,task,"trackpad,pen",,trackpad,4,8,5,A,"5,6",2485,0,0,bottom,0,0,-80.5
11,task,"trackpad,pen",,pen,4,8,6,B,"6,7",3354,0,5,top,0,0,-446.375
11,task,"trackpad,pen",,trackpad,4,8,7,A,"7,8",2271,0,2,bottom,0,0,-294.5
11,task,"trackpad,touch",,trackpad,1,1,1,A,"1,2",2667,0,4,top,0,0,-252.875
11,task,"trackpad,touch",,touch,1,1,2,B,"2,3",3443,0,1,bottom,0,0,87.125
11,task,"trackpad,touch",,trackpad,1,1,3,A,"3,4",3508,0,6,top,0,0,588.125
11,task,"trackpad,touch",,touch,1,1,4,B,"4,5",3749,0,3,hinge,0,0,393.125
11,task,"trackpad,touch",,trackpad,1,1,5,A,"5,6",2622,0,0,bottom,0,0,-297.875
11,task,"trackpad,touch",,touch,1,1,6,B,"6,7",3499,0,5,top,0,0,143.125
11,task,"trackpad,touch",,trackpad,1,1,7,A,"7,8",2461,0,2,bottom,0,0,-458.875
11,task,"trackpad,touch",,trackpad,1,2,1,A,"1,2",8293,0,5,top,0,0,5373.125
11,task,"trackpad,touch",,touch,1,2,2,B,"2,3",3730,0,2,bottom,0,0,374.125
11,task,"trackpad,touch",,trackpad,1,2,3,A,"3,4",3552,0,7,hinge,0,0,632.125
11,task,"trackpad,touch",,touch,1,2,4,B,"4,5",5206,0,4,top,0,0,1850.125
11,task,"trackpad,touch",,trackpad,1,2,5,A,"5,6",3192,0,1,bottom,0,0,272.125
11,task,"trackpad,touch",,touch,1,2,6,B,"6,7",3954,0,6,top,0,0,598.125
11,task,"trackpad,touch",,trackpad,1,2,7,A,"7,8",2558,0,3,hinge,0,0,-361.875
11,task,"trackpad,touch",,trackpad,2,3,1,A,"1,2",3175,0,5,top,0,0,255.125
11,task,"trackpad,touch",,touch,2,3,2,B,"2,3",5292,0,2,bottom,0,0,1936.125
11,task,"trackpad,touch",,trackpad,2,3,3,A,"3,4",3041,0,7,hinge,0,0,121.125
11,task,"trackpad,touch",,touch,2,3,4,B,"4,5",4165,0,4,top,0,0,809.125
11,task,"trackpad,touch",,trackpad,2,3,5,A,"5,6",2370,0,1,bottom,0,0,-549.875
11,task,"trackpad,touch",,touch,2,3,6,B,"6,7",5137,0,6,top,0,0,1781.125
11,task,"trackpad,touch",,trackpad,2,3,7,A,"7,8",2929,0,3,hinge,0,0,9.125
11,task,"trackpad,touch",,trackpad,2,4,1,A,"1,2",3404,0,6,top,0,0,484.125
11,task,"trackpad,touch",,touch,2,4,2,B,"2,3",3704,0,3,hinge,0,0,348.125
11,task,"trackpad,touch",,trackpad,2,4,3,A,"3,4",2583,0,0,bottom,0,0,-336.875
11,task,"trackpad,touch",,touch,2,4,4,B,"4,5",2839,0,5,top,0,0,-516.875
11,task,"trackpad,touch",,trackpad,2,4,5,A,"5,6",2160,0,2,bottom,0,0,-759.875
11,task,"trackpad,touch",,touch,2,4,6,B,"6,7",3710,0,7,hinge,0,0,354.125
11,task,"trackpad,touch",,trackpad,2,4,7,A,"7,8",2461,0,4,top,0,0,-458.875
11,task,"trackpad,touch",,trackpad,3,5,1,A,"1,2",2900,0,7,hinge,0,0,-19.875
11,task,"trackpad,touch",,touch,3,5,2,B,"2,3",3866,0,4,top,0,0,510.125
11,task,"trackpad,touch",,trackpad,3,5,3,A,"3,4",3030,0,1,bottom,0,0,110.125
11,task,"trackpad,touch",,touch,3,5,4,B,"4,5",3876,0,6,top,0,0,520.125
11,task,"trackpad,touch",,trackpad,3,5,5,A,"5,6",4279,0,3,hinge,0,0,1359.125
11,task,"trackpad,touch",,touch,3,5,6,B,"6,7",4246,0,0,bottom,0,0,890.125
11,task,"trackpad,touch",,trackpad,3,5,7,A,"7,8",3976,0,5,top,0,0,1056.125
11,task,"trackpad,touch",,trackpad,3,6,1,A,"1,2",4105,0,0,bottom,0,0,1185.125
11,task,"trackpad,touch",,touch,3,6,2,B,"2,3",3734,0,5,top,0,0,378.125
11,task,"trackpad,touch",,trackpad,3,6,3,A,"3,4",3117,0,2,bottom,0,0,197.125
11,task,"trackpad,touch",,touch,3,6,4,B,"4,5",4482,0,7,hinge,0,0,1126.125
11,task,"trackpad,touch",,trackpad,3,6,5,A,"5,6",2629,0,4,top,0,0,-290.875
11,task,"trackpad,touch",,touch,3,6,6,B,"6,7",3668,0,1,bottom,0,0,312.125
11,task,"trackpad,touch",,trackpad,3,6,7,A,"7,8",4548,0,6,top,0,0,1628.125
11,task,"trackpad,touch",,trackpad,4,7,1,A,"1,2",2933,0,0,bottom,0,0,13.125
11,task,"trackpad,touch",,touch,4,7,2,B,"2,3",4110,0,5,top,0,0,754.125
11,task,"trackpad,touch",,trackpad,4,7,3,A,"3,4",2798,0,2,bottom,0,0,-121.875
11,task,"trackpad,touch",,touch,4,7,4,B,"4,5",4198,0,7,hinge,0,0,842.125
11,task,"trackpad,touch",,trackpad,4,7,5,A,"5,6",2637,0,4,top,0,0,-282.875
11,task,"trackpad,touch",,touch,4,7,6,B,"6,7",3357,0,1,bottom,0,0,1.125
11,task,"trackpad,touch",,trackpad,4,7,7,A,"7,8",3028,0,6,top,0,0,108.125
11,task,"trackpad,touch",,trackpad,4,8,1,A,"1,2",2831,0,1,bottom,0,0,-88.875
11,task,"trackpad,touch",,touch,4,8,2,B,"2,3",3828,0,6,top,0,0,472.125
11,task,"trackpad,touch",,trackpad,4,8,3,A,"3,4",2588,0,3,hinge,0,0,-331.875
11,task,"trackpad,touch",,touch,4,8,4,B,"4,5",3795,0,0,bottom,0,0,439.125
11,task,"trackpad,touch",,trackpad,4,8,5,A,"5,6",3784,0,5,top,0,0,864.125
11,task,"trackpad,touch",,touch,4,8,6,B,"6,7",4347,0,2,bottom,0,0,991.125
11,task,"trackpad,touch",,trackpad,4,8,7,A,"7,8",2906,0,7,hinge,0,0,-13.875
12,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"1,2",2736,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"3,4",3053,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"5,6",2839,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,1,1,1,A,"7,8",2333,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"1,2",2623,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"3,4",2714,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"5,6",2567,0,none,none,0,0,0
12,baseline,"mouse,mouse","mouse,pen",mouse,2,2,1,A,"7,8",2837,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,1,1,1,A,"1,2",3366,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,1,1,1,A,"3,4",3187,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,1,1,1,A,"5,6",2726,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,1,1,1,A,"7,8",2703,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,2,2,1,A,"1,2",2557,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,2,2,1,A,"3,4",3233,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,2,2,1,A,"5,6",2432,0,none,none,0,0,0
12,baseline,"mouse,mouse","touch,mouse",mouse,2,2,1,A,"7,8",3140,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,1,1,1,A,"1,2",2541,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,1,1,1,A,"3,4",2849,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,1,1,1,A,"5,6",2308,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,1,1,1,A,"7,8",2536,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,2,2,1,A,"1,2",2343,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,2,2,1,A,"3,4",2468,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,2,2,1,A,"5,6",2602,0,none,none,0,0,0
12,baseline,"mouse,mouse","trackpad,mouse",mouse,2,2,1,A,"7,8",2365,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"1,2",2805,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"3,4",2060,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"5,6",2107,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,1,1,1,A,"7,8",2088,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"1,2",2038,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"3,4",2440,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"5,6",2440,0,none,none,0,0,0
12,baseline,"pen,pen","mouse,pen",pen,2,2,1,A,"7,8",2399,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"1,2",2290,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"3,4",1919,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"5,6",1845,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,1,1,1,A,"7,8",2020,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"1,2",3254,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"3,4",2212,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"5,6",2007,0,none,none,0,0,0
12,baseline,"pen,pen","touch,pen",pen,2,2,1,A,"7,8",1998,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,1,1,1,A,"1,2",3466,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,1,1,1,A,"3,4",3523,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,1,1,1,A,"5,6",2941,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,1,1,1,A,"7,8",2545,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,2,2,1,A,"1,2",2479,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,2,2,1,A,"3,4",2413,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,2,2,1,A,"5,6",2099,0,none,none,0,0,0
12,baseline,"pen,pen","trackpad,pen",pen,2,2,1,A,"7,8",2029,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,1,1,1,A,"1,2",2218,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,1,1,1,A,"3,4",2395,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,1,1,1,A,"5,6",2527,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,1,1,1,A,"7,8",2203,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,2,2,1,A,"1,2",2636,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,2,2,1,A,"3,4",2163,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,2,2,1,A,"5,6",2315,0,none,none,0,0,0
12,baseline,"touch,touch","touch,mouse",touch,2,2,1,A,"7,8",2211,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"1,2",2493,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"3,4",2363,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"5,6",2435,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,1,1,1,A,"7,8",2153,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"1,2",2115,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"3,4",2177,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"5,6",2844,0,none,none,0,0,0
12,baseline,"touch,touch","touch,pen",touch,2,2,1,A,"7,8",2062,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,1,1,1,A,"1,2",2846,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,1,1,1,A,"3,4",2403,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,1,1,1,A,"5,6",2573,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,1,1,1,A,"7,8",2829,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,2,2,1,A,"1,2",2406,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,2,2,1,A,"3,4",2195,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,2,2,1,A,"5,6",4318,0,none,none,0,0,0
12,baseline,"touch,touch","trackpad,touch",touch,2,2,1,A,"7,8",2226,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,1,1,1,A,"1,2",4065,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,1,1,1,A,"3,4",3558,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,1,1,1,A,"5,6",3222,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,1,1,1,A,"7,8",3278,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,2,2,1,A,"1,2",3841,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,2,2,1,A,"3,4",3120,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,2,2,1,A,"5,6",2791,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,mouse",trackpad,2,2,1,A,"7,8",3289,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,A,"1,2",6505,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,A,"3,4",9466,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,A,"5,6",4277,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,1,1,1,A,"7,8",4740,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,1,A,"1,2",4378,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,1,A,"3,4",3761,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,1,A,"5,6",3424,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,pen",trackpad,2,2,1,A,"7,8",3098,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,1,A,"1,2",4076,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,1,A,"3,4",4526,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,1,A,"5,6",4268,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,1,1,1,A,"7,8",3783,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,1,A,"1,2",3210,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,1,A,"3,4",3153,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,1,A,"5,6",3783,0,none,none,0,0,0
12,baseline,"trackpad,trackpad","trackpad,touch",trackpad,2,2,1,A,"7,8",3738,0,none,none,0,0,0
12,task,"mouse,pen",,mouse,1,1,1,A,"1,2",4173,0,5,top,0,0,1875.875
12,task,"mouse,pen",,pen,1,1,2,B,"2,3",3517,0,2,bottom,0,0,804.25
12,task,"mouse,pen",,mouse,1,1,3,A,"3,4",3544,0,7,hinge,0,0,1246.875
12,task,"mouse,pen",,pen,1,1,4,B,"4,5",3071,0,4,top,0,0,358.25
12,task,"mouse,pen",,mouse,1,1,5,A,"5,6",5593,0,1,bottom,0,0,3295.875
12,task,"mouse,pen",,pen,1,1,6,B,"6,7",4206,0,6,top,0,0,1493.25
12,task,"mouse,pen",,mouse,1,1,7,A,"7,8",4659,0,3,hinge,0,0,2361.875
12,task,"mouse,pen",,mouse,1,2,1,A,"1,2",3606,1,6,top,0,1,1308.875
12,task,"mouse,pen",,pen,1,2,2,B,"2,3",4697,0,3,hinge,0,0,1984.25
12,task,"mouse,pen",,mouse,1,2,3,A,"3,4",3543,0,0,bottom,0,0,1245.875
12,task,"mouse,pen",,pen,1,2,4,B,"4,5",5229,0,5,top,0,0,2516.25
12,task,"mouse,pen",,mouse,1,2,5,A,"5,6",4493,0,2,bottom,0,0,2195.875
12,task,"mouse,pen",,pen,1,2,6,B,"6,7",3886,0,7,hinge,0,0,1173.25
12,task,"mouse,pen",,mouse,1,2,7,A,"7,8",3023,0,4,top,0,0,725.875
12,task,"mouse,pen",,mouse,2,3,1,A,"1,2",3078,0,4,top,0,0,780.875
12,task,"mouse,pen",,pen,2,3,2,B,"2,3",4320,0,1,bottom,0,0,1607.25
12,task,"mouse,pen",,mouse,2,3,3,A,"3,4",3559,0,6,top,0,0,1261.875
12,task,"mouse,pen",,pen,2,3,4,B,"4,5",2918,0,3,hinge,0,0,205.25
12,task,"mouse,pen",,mouse,2,3,5,A,"5,6",4235,0,0,bottom,0,0,1937.875
12,task,"mouse,pen",,pen,2,3,6,B,"6,7",3452,0,5,top,0,0,739.25
12,task,"mouse,pen",,mouse,2,3,7,A,"7,8",3971,0,2,bottom,0,0,1673.875
12,task,"mouse,pen",,mouse,2,4,1,A,"1,2",4117,0,5,top,0,0,1819.875
12,task,"mouse,pen",,pen,2,4,2,B,"2,3",4126,0,2,bottom,0,0,1413.25
12,task,"mouse,pen",,mouse,2,4,3,A,"3,4",2558,0,7,hinge,0,0,260.875
12,task,"mouse,pen",,pen,2,4,4,B,"4,5",3984,0,4,top,0,0,1271.25
12,task,"mouse,pen",,mouse,2,4,5,A,"5,6",3250,0,1,bottom,0,0,952.875
12,task,"mouse,pen",,pen,2,4,6,B,"6,7",5215,0,6,top,0,0,2502.25
12,task,"mouse,pen",,mouse,2,4,7,A,"7,8",2815,0,3,hinge,0,0,517.875
12,task,"mouse,pen",,mouse,3,5,1,A,"1,2",2913,0,1,bottom,0,0,615.875
12,task,"mouse,pen",,pen,3,5,2,B,"2,3",3629,0,6,top,0,0,916.25
12,task,"mouse,pen",,mouse,3,5,3,A,"3,4",3224,0,3,hinge,0,0,926.875
12,task,"mouse,pen",,pen,3,5,4,B,"4,5",3246,0,0,bottom,0,0,533.25
12,task,"mouse,pen",,mouse,3,5,5,A,"5,6",2484,0,5,top,0,0,186.875
12,task,"mouse,pen",,pen,3,5,6,B,"6,7",3013,0,2,bottom,0,0,300.25
12,task,"mouse,pen",,mouse,3,5,7,A,"7,8",2569,0,7,hinge,0,0,271.875
12,task,"mouse,pen",,mouse,3,6,1,A,"1,2",4142,0,2,bottom,0,0,1844.875
12,task,"mouse,pen",,pen,3,6,2,B,"2,3",2635,0,7,hinge,0,0,-77.75
12,task,"mouse,pen",,mouse,3,6,3,A,"3,4",2913,0,4,top,0,0,615.875
12,task,"mouse,pen",,pen,3,6,4,B,"4,5",4303,0,1,bottom,0,0,1590.25
12,task,"mouse,pen",,mouse,3,6,5,A,"5,6",3878,0,6,top,0,0,1580.875
12,task,"mouse,pen",,pen,3,6,6,B,"6,7",3712,0,3,hinge,0,0,999.25
12,task,"mouse,pen",,mouse,3,6,7,A,"7,8",5631,0,0,bottom,0,0,3333.875
12,task,"mouse,pen",,mouse,4,7,1,A,"1,2",3236,0,7,hinge,0,0,938.875
12,task,"mouse,pen",,pen,4,7,2,B,"2,3",3448,0,4,top,0,0,735.25
12,task,"mouse,pen",,mouse,4,7,3,A,"3,4",2801,0,1,bottom,0,0,503.875
12,task,"mouse,pen",,pen,4,7,4,B,"4,5",3473,0,6,top,0,0,760.25
12,task,"mouse,pen",,mouse,4,7,5,A,"5,6",2392,0,3,hinge,0,0,94.875
12,task,"mouse,pen",,pen,4,7,6,B,"6,7",3567,0,0,bottom,0,0,854.25
12,task,"mouse,pen",,mouse,4,7,7,A,"7,8",3437,0,5,top,0,0,1139.875
12,task,"mouse,pen",,mouse,4,8,1,A,"1,2",5401,0,0,bottom,0,0,3103.875
12,task,"mouse,pen",,pen,4,8,2,B,"2,3",4616,0,5,top,0,0,1903.25
12,task,"mouse,pen",,mouse,4,8,3,A,"3,4",3891,0,2,bottom,0,0,1593.875
12,task,"mouse,pen",,pen,4,8,4,B,"4,5",3698,0,7,hinge,0,0,985.25
12,task,"mouse,pen",,mouse,4,8,5,A,"5,6",2818,0,4,top,0,0,520.875
12,task,"mouse,pen",,pen,4,8,6,B,"6,7",3408,0,1,bottom,0,0,695.25
12,task,"mouse,pen",,mouse,4,8,7,A,"7,8",2680,0,6,top,0,0,382.875
12,task,"mouse,touch",,mouse,1,1,1,A,"1,2",5749,0,5,top,0,0,3415.5
12,task,"mouse,touch",,touch,1,1,2,B,"2,3",3982,0,2,bottom,0,0,1064.0
12,task,"mouse,touch",,mouse,1,1,3,A,"3,4",3621,0,7,hinge,0,0,1287.5
12,task,"mouse,touch",,touch,1,1,4,B,"4,5",3851,0,4,top,0,0,933.0
12,task,"mouse,touch",,mouse,1,1,5,A,"5,6",5921,0,1,bottom,0,0,3587.5
12,task,"mouse,touch",,touch,1,1,6,B,"6,7",4005,1,6,top,1,0,1087.0
12,task,"mouse,touch",,mouse,1,1,7,A,"7,8",3837,0,3,hinge,0,0,1503.5
12,task,"mouse,touch",,mouse,1,2,1,A,"1,2",2856,0,6,top,0,0,522.5
12,task,"mouse,touch",,touch,1,2,2,B,"2,3",3824,0,3,hinge,0,0,906.0
12,task,"mouse,touch",,mouse,1,2,3,A,"3,4",2486,0,0,bottom,0,0,152.5
12,task,"mouse,touch",,touch,1,2,4,B,"4,5",6235,0,5,top,0,0,3317.0
12,task,"mouse,touch",,mouse,1,2,5,A,"5,6",6196,0,2,bottom,0,0,3862.5
12,task,"mouse,touch",,touch,1,2,6,B,"6,7",3115,1,7,hinge,1,0,197.0
12,task,"mouse,touch",,mouse,1,2,7,A,"7,8",4171,0,4,top,0,0,1837.5
12,task,"mouse,touch",,mouse,2,3,1,A,"1,2",3391,0,3,hinge,0,0,1057.5
12,task,"mouse,touch",,touch,2,3,2,B,"2,3",5356,0,0,bottom,0,0,2438.0
12,task,"mouse,touch",,mouse,2,3,3,A,"3,4",5070,0,5,top,0,0,2736.5
12,task,"mouse,touch",,touch,2,3,4,B,"4,5",3563,0,2,bottom,0,0,645.0
12,task,"mouse,touch",,mouse,2,3,5,A,"5,6",2913,0,7,hinge,0,0,579.5
12,task,"mouse,touch",,touch,2,3,6,B,"6,7",5889,0,4,top,0,0,2971.0
12,task,"mouse,touch",,mouse,2,3,7,A,"7,8",4728,0,1,bottom,0,0,2394.5
12,task,"mouse,touch",,mouse,2,4,1,A,"1,2",3261,0,4,top,0,0,927.5
12,task,"mouse,touch",,touch,2,4,2,B,"2,3",5194,0,1,bottom,0,0,2276.0
12,task,"mouse,touch",,mouse,2,4,3,A,"3,4",2973,0,6,top,0,0,639.5
12,task,"mouse,touch",,touch,2,4,4,B,"4,5",3818,0,3,hinge,0,0,900.0
12,task,"mouse,touch",,mouse,2,4,5,A,"5,6",3518,0,0,bottom,0,0,1184.5
12,task,"mouse,touch",,touch,2,4,6,B,"6,7",3815,0,5,top,0,0,897.0
12,task,"mouse,touch",,mouse,2,4,7,A,"7,8",5300,0,2,bottom,0,0,2966.5
12,task,"mouse,touch",,mouse,3,5,1,A,"1,2",2710,0,7,hinge,0,0,376.5
12,task,"mouse,touch",,touch,3,5,2,B,"2,3",4199,0,4,top,0,0,1281.0
12,task,"mouse,touch",,mouse,3,5,3,A,"3,4",3926,0,1,bottom,0,0,1592.5
12,task,"mouse,touch",,touch,3,5,4,B,"4,5",4217,0,6,top,0,0,1299.0
12,task,"mouse,touch",,mouse,3,5,5,A,"5,6",3457,0,3,hinge,0,0,1123.5
12,task,"mouse,touch",,touch,3,5,6,B,"6,7",3572,0,0,bottom,0,0,654.0
12,task,"mouse,touch",,mouse,3,5,7,A,"7,8",3467,0,5,top,0,0,1133.5
